Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Academy Requests),Custom field (Access Card),Custom field (Access Card Request),Custom field (Actual end),Custom field (Actual start),Custom field (Add Participants),Custom field (Add Participants),Custom field (Add Participants),Custom field (Add Participants)Id,Custom field (Add Participants)Id,Custom field (Add Participants)Id,Custom field (AddressedTo),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Approvers),Custom field (Approvers)Id,Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Complaint Type),Custom field (Development),Custom field (Document Change Type),Custom field (Document URL),Custom field (EDA Tools),Custom field (Employee Relations Request),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (HRIS),Custom field (Hardware Type),Custom field (ID),Custom field (ID),Custom field (ID Numbers Only),Custom field (IT Priority),Custom field (Impact),Custom field (Implementation plan),Custom field (Include Salary),Custom field (Investigation reason),Custom field (Issue color),Custom field (Language),Custom field (Location),Custom field (Location),Custom field (Locked forms),Custom field (Maintenance Type),Custom field (Major incident),Custom field (Medical Insurance Request),Custom field (Open forms),Custom field (Operational categorization),Custom field (Organization Development Request),Custom field (Organizations),Custom field (Others),Custom field (Others)Id,Custom field (Participants),Custom field (Participants)Id,Custom field (Payroll Calculation),Custom field (Pending reason),Custom field (Performance Management Request),Custom field (Personal Document Type),Custom field (Planned end),Custom field (Planned start),Custom field (Priority Security Queue),Custom field (Product categorization),Custom field (Project),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Referral Program Request),Custom field (Request Type),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Custom field (Salary Included),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Si-Desking Request),Custom field (Source),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Synopsys Request),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to done),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Time to triage normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vacation Type),Custom field (Vacations Request),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (uuid),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category,Status Category Changed
Medical Chair ,SVF-2463,15333,[System] Service request,Canceled,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Won't Do,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Fouad,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:6ec19b9e-a50f-4d2d-9b5b-d0e0f71e9cb4,Ahmed Fouad,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:6ec19b9e-a50f-4d2d-9b5b-d0e0f71e9cb4,25/Jun/25 11:53 AM,25/Jun/25 1:20 PM,,25/Jun/25 1:20 PM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,25/Jun/25 11:53 AM;qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:6ec19b9e-a50f-4d2d-9b5b-d0e0f71e9cb4;تقرير قطنيه وركبه (2).pdf;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/11705,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@16fff740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nr3:,,,Other,English,,,,,,Yes,,,,,,,,,,,,,,,,,,7:06,78:33,,,,,,,,service-request,,2025-06-25 09:47:10.025,1_*:*_1_*:*_3229117_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7058,,25/Jun/25 11:53 AM;qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:6ec19b9e-a50f-4d2d-9b5b-d0e0f71e9cb4;[^تقرير قطنيه وركبه (2).pdf],"25/Jun/25 12:47 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team","25/Jun/25 1:19 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear Ahmed ,

 if you need office chair with lumbar support and have a medical report, please ensure you get approval from HR. Once approved, kindly send the approval to Mr. Waheed. Administration manager",,,,,Done,25/Jun/25 1:20 PM
I Need a Pen,SVF-2462,15329,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Tarek Abdelnasser,712020:c1fda54b-5c62-4d4b-93b1-43419ff49189,Tarek Abdelnasser,712020:c1fda54b-5c62-4d4b-93b1-43419ff49189,25/Jun/25 10:59 AM,25/Jun/25 12:53 PM,,25/Jun/25 12:53 PM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@8c66311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nq7:,,,Pen,English,,,,,,Yes,,,,,,,,,,,,,,,,,,5:15,30:05,,,,,,,,service-request,,2025-06-25 08:43:44.902,1_*:*_1_*:*_2651851_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_10107,,"25/Jun/25 11:43 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,25/Jun/25 12:53 PM
I forgot my id ,SVF-2461,15328,Facility Service Request,Closed,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,Aya Hussein,712020:81232768-8a4e-45cc-9334-1245469ab21f,saif ahmed mohamed,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:1a194a2a-1e12-4a27-a350-8ca8b303e85b,saif ahmed mohamed,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:1a194a2a-1e12-4a27-a350-8ca8b303e85b,25/Jun/25 10:29 AM,29/Jun/25 10:23 AM,,25/Jun/25 10:35 AM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@25afcdc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00npz:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,0:10,0:38,,,,,,,,service-request,,2025-06-25 07:33:14.556,1_*:*_1_*:*_231216_*|*_3_*:*_1_*:*_0,,"25/Jun/25 10:33 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team","25/Jun/25 10:35 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Your temporary ID card is now activated and ready for collection. You may pick it up from the Security Desk in Building B during operational hours.

Important Note:
Please ensure that the temporary ID card is returned within 1 working day of issuance. Failure to do so may result in deactivation of your temporary ID

your card NO is 14431755  the temp card number is 9032267

Zoho ID: 896

Best regards,
Facilities team ",,,,,,Done,25/Jun/25 10:35 AM
Need a replacement for my mouse battery,SVF-2460,15326,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Elshiekh,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b7cfc43b-7c24-4632-baf5-affd0aefbe00,Ahmed Elshiekh,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b7cfc43b-7c24-4632-baf5-affd0aefbe00,25/Jun/25 9:38 AM,25/Jun/25 12:38 PM,,25/Jun/25 12:38 PM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@376193cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00npj:,,,Mouse Battery,English,,,,,,Yes,,,,,,,,,,,,,,,,,,2:20,13:21,,,,,,,,service-request,,2025-06-25 07:39:50.174,1_*:*_1_*:*_3681442_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_8557,,"25/Jun/25 10:39 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,25/Jun/25 12:38 PM
Forgot my card,SVF-2459,15325,Facility Service Request,Closed,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,omar.nasr,712020:02a59fb1-08da-44af-b762-e91b336e1dc2,omar.nasr,712020:02a59fb1-08da-44af-b762-e91b336e1dc2,25/Jun/25 9:31 AM,06/Jul/25 3:14 PM,,25/Jun/25 10:06 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3bdabd2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00npb:,,,I forgot my ID,English,,,,,,Yes,5,25/Jun/25 11:02 AM,,,,,,,,,,,,,,,,-0:19,0:38,,,,,,,,service-request,,,1_*:*_1_*:*_2091254_*|*_5_*:*_1_*:*_0,,,,,,,,,Done,25/Jun/25 10:06 AM
"i want a pen, please ",SVF-2458,15319,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Youssef Idress,712020:2bb8cc85-83a6-4d93-9d86-e2daf36d2433,Youssef Idress,712020:2bb8cc85-83a6-4d93-9d86-e2daf36d2433,24/Jun/25 5:22 PM,25/Jun/25 12:38 PM,,25/Jun/25 12:38 PM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ff76e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nnz:,,,Pen,English,,,,,,Yes,,,,,,,,,,,,,,,,,,4:43,28:44,,,,,,,,service-request,,2025-06-25 07:39:38.16,1_*:*_1_*:*_62206401_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_9132,,"25/Jun/25 10:39 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,25/Jun/25 12:38 PM
mouse battery replacement,SVF-2457,15317,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Hany,712020:49727754-6146-4fb7-bc5b-719d99ad451c,Mohamed Hany,712020:49727754-6146-4fb7-bc5b-719d99ad451c,24/Jun/25 4:19 PM,24/Jun/25 4:23 PM,,24/Jun/25 4:23 PM,,,0,,,"Greetings,

Requesting mouse battery replacement.

Regards,

Mohamed Hany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@273b1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nnj:,,,Mouse Battery,English,,,,,,Yes,,,,,,,,,,,,,,,,,,2:56,15:56,,,,,,,,service-request,,,1_*:*_1_*:*_225569_*|*_10001_*:*_1_*:*_0,,,,,,,,,Done,24/Jun/25 4:23 PM
I forgot my ID I need temp ,SVF-2456,15315,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Hesham Mubarak,712020:1ba2443e-e6ee-443f-b269-bf1fd1c941dc,Hesham Mubarak,712020:1ba2443e-e6ee-443f-b269-bf1fd1c941dc,24/Jun/25 3:08 PM,24/Jun/25 3:22 PM,,24/Jun/25 3:22 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@512dc2c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nn3:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,0:01,0:30,,,,,,,,service-request,,,1_*:*_1_*:*_854116_*|*_5_*:*_1_*:*_0,,,,,,,,,Done,24/Jun/25 3:22 PM
the weather is so cold,SVF-2455,15312,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Eldakroury,712020:352c7530-5327-4cc3-9049-0f94b920d03f,Mohamed Eldakroury,712020:352c7530-5327-4cc3-9049-0f94b920d03f,24/Jun/25 2:27 PM,24/Jun/25 3:23 PM,,24/Jun/25 3:23 PM,,,0,,,please increase the temperature of the AC in 2nd-floor HQ,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7f4e71df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nmf:,,,Thermostat Malfunctions,English,,,,,,Yes,,,,,,,,,,,,,,,,,,2:28,15:04,,,,,,,,service-request,,2025-06-24 11:59:24.771,1_*:*_1_*:*_1878865_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_6823,,"24/Jun/25 2:59 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team","24/Jun/25 3:23 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Hello ,

The air conditioning temperature is now set to the same level across all areas. We’re aiming to keep it at a comfortable average that works well for most people and helps maintain a consistent environment.

We really appreciate your understanding",,,,,,Done,24/Jun/25 3:23 PM
Power sockets relocate in B2 Meeting rooms,SVF-2454,15311,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,omar.salah,712020:c93a962e-46f1-4f82-88c5-cf3145629f4b,omar.salah,712020:c93a962e-46f1-4f82-88c5-cf3145629f4b,24/Jun/25 2:25 PM,25/Jun/25 2:28 PM,,25/Jun/25 2:28 PM,,,0,,,"We would appreciate it if the power sockets in the meeting room in B2  could be relocated, as the current positioning makes it difficult to plug in the speaker's adapter",,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7a7b8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nm7:,,,Power Strip,English,,,,,,Yes,,,,,,,,,,,,,,,,,,7:26,71:56,,,,,,,,service-request,,2025-06-24 11:59:11.649,1_*:*_1_*:*_2025400_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7094,,"24/Jun/25 2:59 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,25/Jun/25 2:28 PM
doesn't work,SVF-2453,15309,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,Aya Hussein,712020:81232768-8a4e-45cc-9334-1245469ab21f,Mohamed Ali,712020:cb888225-2c96-4eb9-b18f-725df486ea83,Mohamed Ali,712020:cb888225-2c96-4eb9-b18f-725df486ea83,24/Jun/25 1:11 PM,25/Jun/25 5:14 PM,,25/Jun/25 5:14 PM,,,0,,,AC doesn't work,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@55b3228f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nlr:,,,AC not cooling properly,English,,,,,,Yes,,,,,,,,,,,,,,,,,,2:57,3:56,,,,,,,,service-request,,2025-06-24 10:14:13.463,1_*:*_1_*:*_163281_*|*_3_*:*_1_*:*_0,,"24/Jun/25 1:14 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team","24/Jun/25 1:40 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear Mohamed,

Could you please clarify which area the air conditioner is not working well in?",,,,,,Done,25/Jun/25 5:14 PM
I need mouse battaries,SVF-2452,15307,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Saad,712020:ed11daa0-18c9-4ec6-be60-234f565c408a,Mohamed Saad,712020:ed11daa0-18c9-4ec6-be60-234f565c408a,24/Jun/25 12:48 PM,24/Jun/25 1:45 PM,,24/Jun/25 1:38 PM,,,0,,,"Hello, 

I need mouse battaries



Thanks",,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2fc59044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nlb:,,,Mouse Battery,English,,,,,,Yes,5,24/Jun/25 1:45 PM,,,,,,,,,,,,,,,,2:34,15:09,,,,,,,,service-request,,2025-06-24 10:13:57.249,1_*:*_1_*:*_1509165_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7891,,"24/Jun/25 1:13 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,24/Jun/25 1:38 PM
Notebook,SVF-2451,15306,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Saad,712020:ed11daa0-18c9-4ec6-be60-234f565c408a,Mohamed Saad,712020:ed11daa0-18c9-4ec6-be60-234f565c408a,24/Jun/25 12:48 PM,24/Jun/25 1:45 PM,,24/Jun/25 1:38 PM,,,0,,,"Hello, 
I need a Note book.

Thanks",,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a948ff2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nl3:,,,Notebook,English,,,,,,Yes,5,24/Jun/25 1:45 PM,,,,,,,,,,,,,,,,5:34,31:09,,,,,,,,service-request,,2025-06-24 10:13:01.778,1_*:*_1_*:*_1492231_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_8302,,"24/Jun/25 1:13 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,24/Jun/25 1:38 PM
PIN needed,SVF-2450,15305,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Saad,712020:ed11daa0-18c9-4ec6-be60-234f565c408a,Mohamed Saad,712020:ed11daa0-18c9-4ec6-be60-234f565c408a,24/Jun/25 12:47 PM,24/Jun/25 1:46 PM,,24/Jun/25 1:38 PM,,,0,,,"Hello I need blue and red pin.



Thanks",,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@69d1f5d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nkv:,,,Pen,English,,,,,,Yes,5,24/Jun/25 1:46 PM,,,,,,,,,,,,,,,,5:34,31:08,,,,,,,,service-request,,2025-06-24 10:12:48.703,1_*:*_1_*:*_1521403_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7375,,"24/Jun/25 1:12 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,24/Jun/25 1:38 PM
Air condition is too cold,SVF-2449,15304,Facility Service Request,Closed,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,Aya Hussein,712020:81232768-8a4e-45cc-9334-1245469ab21f,Amr Tawfik,712020:2e301053-a2a7-49ca-92c4-42a5c422d7ed,Amr Tawfik,712020:2e301053-a2a7-49ca-92c4-42a5c422d7ed,24/Jun/25 12:43 PM,24/Jun/25 1:41 PM,,24/Jun/25 1:41 PM,,,0,,,التكييف بارد جدا جدا فى تيم ال TX,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1484680e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00nkn:,,,AC not cooling properly,English,,,,,,Yes,,,,,,,,,,,,,,,,,,2:31,15:01,,,,,,,,service-request,,2025-06-24 10:12:35.329,1_*:*_1_*:*_1720573_*|*_3_*:*_1_*:*_0,,"24/Jun/25 1:12 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team","24/Jun/25 1:41 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Hello ,

The air conditioning temperature is now set to the same level across all areas. We’re aiming to keep it at a comfortable average that works well for most people and helps maintain a consistent environment.

We really appreciate your understanding",,,,,,Done,24/Jun/25 1:41 PM
Forgot my ID : 517 Mohamed Rashad,SVF-2448,15300,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Rashad,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:c5f52a95-30b4-40a7-9911-b4a4544dc5a5,Mohamed Rashad,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:c5f52a95-30b4-40a7-9911-b4a4544dc5a5,24/Jun/25 11:14 AM,24/Jun/25 11:37 AM,,24/Jun/25 11:37 AM,,,0,,,Forgot my ID : 517 Mohamed Rashad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@115d7030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00njr:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,-0:08,0:21,,,,,,,,service-request,,,1_*:*_1_*:*_1381670_*|*_5_*:*_1_*:*_0,,"24/Jun/25 11:21 AM;qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:c5f52a95-30b4-40a7-9911-b4a4544dc5a5;Done, Thank you ",,,,,,,Done,24/Jun/25 11:37 AM
